Timestamp,"Field, discipline, community you identify with 
Choose the categories which best represent you",On a scale from 1 to 10 how often do you use OpenRefine in a professional environment?,In which languages do you use OpenRefine (both its interface and the datasets you work with)?,How long have you been using OpenRefine?,How would you rate your skills using OpenRefine,How likely is it that you would recommend OpenRefine to a friend or colleague?,usage_frequency,"How frequently do you perform the following actions in OpenRefine? [Using facets for data exploration, analyzing, and making better sense of datasets]","How frequently do you perform the following actions in OpenRefine? [Normalization, cleaning, and transformation from the menu only]","How frequently do you perform the following actions in OpenRefine? [Normalization, cleaning, and transformation using GREL]",How frequently do you perform the following actions in OpenRefine? [Reconcile using reconciliation services],How frequently do you perform the following actions in OpenRefine? [Extend data using reconciliation services],How frequently do you perform the following actions in OpenRefine? [Using REST APIs (ie Fetch URLs)],How frequently do you perform the following actions in OpenRefine? [Saving operation history to create repeatable workflows],How frequently do you perform the following actions in OpenRefine? [Preparing data for visualization (outside OpenRefine)],How frequently do you perform the following actions in OpenRefine? [Preparing a file before loading it to another system (data migration)],"How frequently do you perform the following actions in OpenRefine? [Publishing data directly from OpenRefine to Wikibase, Wikidata, or WikiCommons]","How frequently do you perform the following actions in OpenRefine? [Working on taxonomies, thesauri, vocabularies]",Which features make you choose OpenRefine over other tools? Which alternative tools would you use if OpenRefine was not available to you?,Which version(s) of OpenRefine do you run? Mark all that apply.,Who installed OpenRefine on your computer?,Which Operating System are you using?,Which browsers do you use with OpenRefine?,What is the current amount of RAM you have allocated to OpenRefine? (see increasing memory allocation). Use the Other option to indicate the how much RAM you have allocated to OpenRefine,Which reconciliation services do you use?,Which OpenRefine extensions do you use?,Which OpenRefine unsupported client libraries do you use?,Anything else you would like to add?
9/10/2024 16:05:28,Digital humanities,6,"English, Hebrew",2 to 5 years,3,10,1. Once per day,Once per day,Once per day,Once per day,Once per month,Once per month,Once per week,Once per month,Rarely,Once per day,Never,Once per week,"I like the facet, cluster and transform features, and combining data from multiple projects with cross function. Alternatives for me are Google Sheets, Coda, Monday, but they are not quiet an alternative as they are a supplement..",,Myself,Mac,Arc,8192,Wikidata (hosted at wikidata.reconci.link),"I did not know that there are extensions for OpenRefine, I don’t use any OpenRefine extensions",I don’t use any OpenRefine client libraries,"I can't imagine my life and thought process without OR..."
9/10/2024 16:54:14,Research and Academic|Data validation,10,"English, Spanish",6 to 12 months,2,10,1. Once per day,Once per day,Once per day,Once per day,Rarely,Never,Never,Once per week,Rarely,Once per month,Never,Once per day,"That combines the facets with the posibility to use GREL to automatize procedure. If it wasn't available, I would have to use python/R for automatization without using facets",OpenRefine 3.6,Myself,Windows,Firefox,1900,I do not use any reconciliation service(s) inside OpenRefine,I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
9/10/2024 17:17:39,Libraries,9,English,2 to 5 years,3,10,2. Once per week,Once per week,Once per week,Rarely,Never,Never,Never,Once per month,Rarely,Once per week,Never,Once per month,,,Myself,Mac,Chrome,I don’t know,I do not use any reconciliation service(s) inside OpenRefine,"I did not know that there are extensions for OpenRefine, I don’t use any OpenRefine extensions","I did not know that there are client libraries for OpenRefine, I don’t use any OpenRefine client libraries",
9/10/2024 18:56:31,Research and Academic|Arts cultural sector cultural heritage|Wikimedia (Wikidata Wikimedia Commons…),9,English,More than 5 years,2,10,4. Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Rarely,Open access is a big factor. I don't know of any other free tools that do what OpenRefine can.,I don't know,Myself,Mac,Chrome,I don’t know,Social Networks and Archival Context (SNAC)|Wikidata (hosted at wikidata.reconci.link),Wikidata extension,"I did not know that there are client libraries for OpenRefine, I don’t use any OpenRefine client libraries",
9/11/2024 0:05:33,Arts cultural sector cultural heritage|Semantic Web|Wikimedia (Wikidata Wikimedia Commons…),7,"English, French",More than 5 years,4,8,2. Once per week,Once per week,Once per month,Once per week,Once per week,Once per week,Rarely,Rarely,Rarely,Never,Once per week,Rarely,Pushing to Wikidata,", The latest version of OpenRefine 3.8, I run a recent (unstable) development version or the latest snapshot release (3.8+)",Myself,Mac,Chrome,Default Setting,Wikidata (hosted at wikidata.reconci.link)|Wikimedia Commons,"Wikidata extension, Wikimedia Commons",bash OpenRefine client,
9/11/2024 1:18:05,Wikimedia (Wikidata Wikimedia Commons…)|Wikibase,3,"English, Swedish",2 to 5 years,3,8,3. Once per month,Once per month,Rarely,Never,Once per month,Once per month,Rarely,Once per month,Never,Never,Once per month,Never,,"The latest version of OpenRefine 3.8, I run a recent (unstable) development version or the latest snapshot release (3.8+)",I mainly run OpenRefine via (cloud) hosting (e.g. Wikimedia PAWS or another cloud- or server-based host),Linux,Firefox|Chromium,Default Setting,Wikidata (hosted at wikidata.reconci.link)|Wikimedia Commons,"Wikidata extension, Wikimedia Commons",I don’t use any OpenRefine client libraries,
9/11/2024 1:42:33,Wikimedia (Wikidata Wikimedia Commons…),6,"English, Swedish",2 to 5 years,4,10,2. Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per month,Once per month,Rarely,Rarely,Once per week,Rarely,,,Myself,Linux,Chrome,Default Setting,Wikidata (hosted at wikidata.reconci.link)|Wikimedia Commons,"Wikidata extension, Wikimedia Commons",Python OpenRefine client,
9/11/2024 2:09:20,Research and Academic,9,English,More than 5 years,4,10,3. Once per month,Once per month,Once per month,Rarely,Rarely,Rarely,Rarely,Rarely,Once per month,Once per month,Never,Never,"DataWrangler, pandas",,Myself,Mac,Chrome,I don’t know,Wikidata (hosted at wikidata.reconci.link),Wikidata extension,,
9/11/2024 2:14:22,Libraries,10,"English, German",More than 5 years,3,10,2. Once per week,Once per week,Rarely,Once per week,Never,Never,Never,Once per month,Rarely,Rarely,Never,Never,Excel would be an alternative (but: not really...),OpenRefine 3.7,Myself,Windows,Chrome,5120 M,I do not use any reconciliation service(s) inside OpenRefine,I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/11/2024 4:25:39,Libraries|Archives,10,English,More than 5 years,5,10,2. Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per month,Rarely,Once per week,Never,Never,,,I maintain a hosted version of OpenRefine,Linux,Chrome|Firefox,80000 M,csv-reconcile (Python-based by Douglas Mennella)|lobid Integrated Authority File (GND)|Wikidata (hosted at wikidata.reconci.link),RDF Transform by AtesComp,"Python OpenRefine client, bash OpenRefine client",
9/11/2024 4:36:13,Data journalism,7,English,More than 5 years,3,10,3. Once per month,Once per month,Once per month,Rarely,Rarely,Rarely,Never,Once per month,Once per month,Never,Never,Never,"OpenRefine is great for messy data, transforming and hacking it, especially large amounts. I would have to use Excel otherwise.",The latest version of OpenRefine 3.8,Myself,Mac,Firefox,I don’t know,OpenCorporates,I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,"Keep going!! :)"
9/11/2024 7:04:44,For-profit sector / Business / Consulting,8,English,More than 5 years,4,10,3. Once per month,Once per month,Once per month,Once per month,Never,Never,Never,Once per month,Once per month,Rarely,Never,Never,"Easiness to massively edit and reformat data, even raw data. I would use the linux suite of commands if OpenRefine was not available. Or eventually program it in a programming language.",,Myself,Windows,Firefox,Default Setting,I do not use any reconciliation service(s) inside OpenRefine,Stats extension updated by sparkica for Refine 2.5 +,I don’t use any OpenRefine client libraries,
9/11/2024 11:39:39,Research and Academic|Wikimedia (Wikidata Wikimedia Commons…),3,"English, Czech",2 to 5 years,5,10,2. Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per month,Once per month,Rarely,Rarely,Once per week,Rarely,"Ability to work with large datasets, deep integration with Wikidata and Commons, extension of its functions with ability to write own scripts. Alternative would be Excel or Access, Wikibase Cli, Quickstatements or Python bots",OpenRefine 3.7,Myself,Windows,Chrome,10000 M,csv-reconcile (Python-based by Douglas Mennella)|ORCID|Wikidata (hosted at wikidata.reconci.link)|Wikimedia Commons,"Wikidata extension, Wikimedia Commons, GeoRefine by Ryan Baumann",I don’t use any OpenRefine client libraries,
9/11/2024 11:50:23,Civic Tech|Libraries|Digital humanities|Data science|OpenStreetMap|Education / training,8,English,More than 5 years,4,10,3. Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Never,Rarely,Once per month,Once per month,Never,Once per month,Combination of GUI and commands... probably would use Python if not,I don't know,Myself,Mac,Chrome,I don’t know,Wikidata (hosted at wikidata.reconci.link),I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
9/12/2024 0:26:55,For-profit sector / Business / Consulting,9,English,2 to 5 years,5,10,2. Once per week,Once per week,Once per day,Once per day,Once per day,Once per day,Once per day,Once per day,Once per day,Once per day,Once per day,Once per day,"The reason is because it can manage large amounts of data, enabling us to carry out operations smoothly. Initially, we used Google Sheets, but it would get stuck with large datasets.",The latest version of OpenRefine 3.8,Myself,Windows,Chrome,16000 M,I don’t know,,I did not know that there are client libraries for OpenRefine,
9/12/2024 5:20:56,Libraries|Data science|Wikimedia (Wikidata Wikimedia Commons…)|Wikibase,8,"English, Spanish",More than 5 years,4,10,2. Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Never,Never,Rarely,Rarely,Once per month,"La facilidad de comparar datos, reconciliarlos, modificarlos. Es muy importante poder comparar datos entre distintos proyectos OR",,Myself,Windows,Chrome,Increased without providing the value,reconcile-csv (Clojure-based by Open Knowledge Labs)|reconciliation against a SPARQL endpoint via the RDF extension|GBIF|ORCID|VIAF (via refine.codefork.com)|Wikidata (hosted at wikidata.reconci.link),"Wikidata extension, A veces las extensiones fallan o no son tan útiles como parece",I did not know that there are client libraries for OpenRefine,
9/12/2024 8:13:57,Arts cultural sector cultural heritage,7,"English, Dutch",More than 5 years,3,8,4. Rarely,Rarely,Rarely,Rarely,Once per month,Rarely,Once per month,Rarely,Rarely,Once per month,Never,Rarely,reconciliation and normalization. Would (and currently) use custom python scripts,I don't know,Myself,Linux,Firefox,I don’t know,Getty Vocabularies (TGN ULAN AAT)|Wikidata (hosted at wikidata.reconci.link),RDF extension - by DRI and Stuart Kenny,I did not know that there are client libraries for OpenRefine,
9/12/2024 10:00:01,Research and Academic|Data science,10,"English, Spanish",More than 5 years,3,9,1. Once per day,Once per day,Once per day,Once per month,Never,Never,Once per week,Once per month,Rarely,Once per month,Never,Once per day,It has an easy to understand graphical interface. I would use Rstudio or spider,OpenRefine 3.6,Myself,Windows,Firefox,Default Setting,GBIF,I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
9/12/2024 12:09:24,Open-source intelligence (OSINT),8,English,More than 5 years,5,10,2. Once per week,Once per week,Once per week,Once per week,Once per week,Once per month,Once per day,Once per week,Once per month,Rarely,Rarely,Rarely,Automating command line execution invthe terminal via python,,I maintain a hosted version of OpenRefine,Linux,Firefox,16000 M,Wikimedia Commons,"Wikidata extension, VIB-Bits",I did not know that there are client libraries for OpenRefine,"Love openrefine. We need goodies (t-shirts etc..)"
9/12/2024 13:20:58,Data journalism,7,English,6 to 12 months,5,8,4. Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Rarely,Rarely,,Google Refine (2.0 - 2.5),I don’t know,Linux,Chrome,I don’t know,My organization’s / project’s own / in-house / custom reconciliation service,RDF Transform by AtesComp,I did not know that there are client libraries for OpenRefine,
9/12/2024 16:16:21,Libraries|Research and Academic,3,English,More than 5 years,5,10,4. Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,"Cleaning up multi-value cells, clustering and cleaning, faceting. Creating new columns based on messy data embedded in multi-value cells.",", OpenRefine 3.6",Myself,Windows,Chrome|Firefox,Default Setting,Library of Congress Subject Headings (LCSH)|ORCID|Wikidata (hosted at wikidata.reconci.link)|Wikimedia Commons,I don’t use any OpenRefine extensions,"I did not know that there are client libraries for OpenRefine, I don’t use any OpenRefine client libraries","I don't use OpenRefine often right now but have previously, and I currently teach others to use it about twice a year. Something I love about OpenRefine is that if I need it for a project, I know it is available, relatively stable/predictable, and will be able to help me solve my data cleaning or examining needs. I also absolutely love teaching others how to use it and evangelizing why I love it so much."
9/13/2024 17:46:22,Data science,10,"English, Spanish",2 to 5 years,3,10,1. Once per day,Once per day,Once per day,Rarely,Never,Never,Once per day,Once per day,Rarely,Once per day,Never,Once per day,,OpenRefine 3.5,Myself,Windows,Chrome,4048 M,I do not use any reconciliation service(s) inside OpenRefine,I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/14/2024 2:02:42,Other non-profit sector|For-profit sector / Business / Consulting,7,English,Less than 6 months,2,8,4. Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Once per week,Once per week,Never,Never,"Facets, Normalization",,Myself,Windows,Chrome,I don’t know,I do not use any reconciliation service(s) inside OpenRefine,,,
9/14/2024 17:01:26,Research and Academic|Arts cultural sector cultural heritage|Archives,10,English,Less than 6 months,1,10,3. Once per month,Once per month,Once per month,Once per month,Never,Never,Never,Never,Never,Once per month,Never,Once per month,Clustering and faceting. I would use Excel if OpenRefine was unavailable.,I don't know,Myself,Mac,Chrome|Firefox,I don’t know,I don’t know,"I did not know that there are extensions for OpenRefine, I don’t use any OpenRefine extensions","I did not know that there are client libraries for OpenRefine, I don’t use any OpenRefine client libraries",
9/14/2024 21:02:34,Education / training,8,English,2 to 5 years,3,8,3. Once per month,Once per month,Once per week,Once per month,Once per week,Once per month,Rarely,Once per week,Once per day,Once per week,Once per week,Once per week,Clustering and Normalization,,Myself,Windows,Edge|Firefox,Default Setting,,,,"-"
9/15/2024 5:31:29,Research and Academic,6,"English, Chinese",Less than 6 months,4,7,3. Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,,,Myself,Mac,Chrome,Default Setting,I don’t know,I don’t use any OpenRefine extensions,I did not know that there are client libraries for OpenRefine,
9/15/2024 12:39:51,Libraries|Research and Academic|Data science|Semantic Web|Education / training,0,English,More than 5 years,4,8,4. Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Faceting,,Myself,Mac,Chrome|Firefox,Increased without providing the value,ORCID|VIAF (via refine.codefork.com)|Wikidata (hosted at wikidata.reconci.link),"Wikidata extension, GeoJSON Export - by Labian Gashi, Named-Entity Recognition (NER) - by Ruben Verborgh and Stuart Kenny",I don’t use any OpenRefine client libraries,
9/16/2024 5:41:47,Research and Academic|Semantic Web|Education / training,3,German,2 to 5 years,4,10,4. Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,"Reconciliation, KNIME",,Myself,Mac,Safari,Default Setting,Wikidata (hosted at wikidata.reconci.link),RDF extension - by DRI and Stuart Kenny,I did not know that there are client libraries for OpenRefine,
9/16/2024 8:51:41,Education / training,6,Spanish,1 to 2 years,4,9,3. Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Limpieza y agrupacion de datos para calculos,OpenRefine 3.7,Myself,Windows,Chrome,Default Setting,I do not use any reconciliation service(s) inside OpenRefine,I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
9/16/2024 10:05:48,Libraries,10,"English, German",2 to 5 years,4,9,1. Once per day,Once per day,Once per day,Once per week,Never,Never,Once per month,Once per week,Rarely,Once per day,Never,Rarely,"multi-purpose, reusabiliy (operation history), but also just the fact that I'm used to and familiar with using OpenRefin; alternatives would bei Excel combined with python scripts (but I like that I can use one tool - OpenRefine- for all that stuff)",,Myself,Windows,Firefox,Default Setting,,I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/16/2024 10:07:56,Libraries|Research and Academic|Digital humanities|Wikibase,10,English,6 to 12 months,1,10,3. Once per month,Once per month,Once per month,Never,Rarely,Rarely,Never,Rarely,Rarely,Once per month,Once per month,Rarely,,,IT staff,Mac,Firefox,Default Setting,Wikidata (hosted at wikidata.reconci.link)|Wikimedia Commons,"Wikidata extension, Wikimedia Commons",I don’t use any OpenRefine client libraries,
9/17/2024 3:42:16,For-profit sector / Business / Consulting|Education / training,8,"English, Czech",More than 5 years,3,10,2. Once per week,Once per week,Rarely,Rarely,Never,Never,Never,Once per month,Once per month,Once per week,Never,Never,"Merging multiple files into one dataset, word facet and other facets. I do not know any alternative.",,Myself,Windows,Brave,Default Setting,I do not use any reconciliation service(s) inside OpenRefine,I did not know that there are extensions for OpenRefine,I don’t use any OpenRefine client libraries,
9/17/2024 14:37:15,Libraries|Education / training,9,English,More than 5 years,4,10,1. Once per day,Once per day,Once per week,Once per week,Rarely,Rarely,Once per month,Rarely,Never,Once per month,Never,Once per week,"It's powerful enough to do what I need to do. My work is all oriented around CSV's and data normalization for database prep, so there isn't really a great alternative. Probably Google Sheets since that's what I used before.",I run a recent (unstable) development version or the latest snapshot release (3.8+),Myself,Windows,Chrome,12000 M,I do not use any reconciliation service(s) inside OpenRefine,I did not know that there are extensions for OpenRefine,I don’t use any OpenRefine client libraries,"Thanks for pushing this survey out! Openrefine is a lifesaver in many ways and I'm always delighted to learn new ways to use it."
9/17/2024 18:22:20,Civic Tech,0,English,More than 5 years,3,10,3. Once per month,Once per month,Once per month,Never,Never,Never,Never,Never,Once per week,Once per week,Never,Never,"I am not aware of other tools that do what I need, and I have looked.",,Myself,Mac,Chrome,16000 M,I do not use any reconciliation service(s) inside OpenRefine,I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/18/2024 5:09:02,Data journalism|Arts cultural sector cultural heritage,9,"English, Swedish",2 to 5 years,2,1,4. Rarely,Rarely,Never,Once per month,Rarely,Once per month,Never,Once per month,Rarely,Once per month,Never,Rarely,,", The latest version of OpenRefine 3.8, OpenRefine 3.7, OpenRefine 2.6",I don’t know,Mac,Chrome,I don’t know,I do not use any reconciliation service(s) inside OpenRefine,I did not know that there are extensions for OpenRefine,,"99999"
9/18/2024 7:08:08,Digital humanities,6,"English, German",2 to 5 years,4,10,2. Once per week,Once per week,Once per month,Once per week,Once per month,Once per month,Rarely,Once per month,Once per month,Rarely,Never,Once per month,It's data wrangling capabilities. It's harder to accidentally dedtroy the data while cleaning (espcially conpared to excel) and foremost the ability to create repeatable workflows,,Myself,Windows,Firefox,5000 M,My organization’s / project’s own / in-house / custom reconciliation service|csv-reconcile (Python-based by Douglas Mennella)|lobid Integrated Authority File (GND)|Wikidata (hosted at wikidata.reconci.link),I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/18/2024 14:05:38,Libraries,10,English,2 to 5 years,3,10,2. Once per week,Once per week,Once per week,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,,,Myself,Windows,Chrome|Firefox,Default Setting,I don’t know,I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/19/2024 4:25:17,Research and Academic|Other non-profit sector,8,"English, French",More than 5 years,3,10,3. Once per month,Once per month,Once per month,Once per month,Rarely,Rarely,Never,Once per month,Once per month,Once per month,Never,Once per month,,", The latest version of OpenRefine 3.8, OpenRefine 3.7",Myself,Linux,Chrome,2048 M,I do not use any reconciliation service(s) inside OpenRefine,OpenStreetMap (OSM) Extractor - by Labian Gashi,I did not know that there are client libraries for OpenRefine,"Could you please bring me a solution about that error I still get even on a fresh ubuntu installation ? 
-------------------------------------------
Using refine.ini for configuration
Error: OpenRefine isn't running on http://127.0.0.1:3333/. Maybe a proxy issue?
--------------------------------------------
I already posted the error on the forum but until now I got no working solutions.

PS: To be sure I just downloaded and launched the latest version of refine 3.8.2 for linux. It's not working => I have no choice to use a Windows VM locally to continue working.
I also use all the linux commands I know and those I found to be able to find the problem but I get nothing useful enough to make it work.
Please help :("
9/19/2024 12:07:44,Libraries|Research and Academic|Arts cultural sector cultural heritage|Digital humanities|Data science|Semantic Web,10,English,More than 5 years,4,10,3. Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Rarely,Rarely,Never,Never,Rarely,Once per month,Reconciliation. If OR was not available I would write Python code,,Myself,Mac,Safari,I don’t know,My organization’s / project’s own / in-house / custom reconciliation service|Pleiades|Wikidata (hosted at wikidata.reconci.link),I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/19/2024 12:24:20,Arts cultural sector cultural heritage,10,English,More than 5 years,4,10,2. Once per week,Once per week,Once per week,Once per month,Rarely,Rarely,Never,Rarely,Once per week,Once per week,Never,Never,"R tidyverse, Excel",OpenRefine 3.7,Myself,Mac,Chrome|Safari,I don’t know,Getty Vocabularies (TGN ULAN AAT)|Wikidata (hosted at wikidata.reconci.link),I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
9/20/2024 4:00:11,Libraries|Research and Academic|Digital humanities,10,English,6 to 12 months,3,9,1. Once per day,Once per day,Once per day,Once per day,Once per week,Once per week,Once per week,Never,Never,Once per day,Never,Once per week,I use Open Refine because it's faster to use than Dataiku which i would use otherwise,The latest version of OpenRefine 3.8,Myself,Windows,Firefox,4000 M,reconciliation against a SPARQL endpoint via the RDF extension|Biblissima|Wikidata (hosted at wikidata.reconci.link),I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,"Maybe it's only because of my interface but it would be great to be able to increase in size the preview window when we are working on the column. I work with really long value and sometine i can't even see one full value in the preview."
9/20/2024 5:29:25,Research and Academic,10,"English, Italian",More than 5 years,3,10,4. Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Rarely,Never,Never,,OpenRefine 3.7,Myself,Windows,Chrome,Default Setting,DBpedia,DBpedia extension - by Zemanta,I don’t use any OpenRefine client libraries,
9/20/2024 12:17:27,Libraries,9,English,More than 5 years,4,10,3. Once per month,Once per month,Never,Once per month,Never,Never,Once per month,Never,Once per month,Rarely,Never,Never,,,Myself,Windows,Firefox,I don’t know,I do not use any reconciliation service(s) inside OpenRefine,I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
9/22/2024 10:37:08,Data science|For-profit sector / Business / Consulting|Open-source intelligence (OSINT),10,"English, German",2 to 5 years,4,10,1. Once per day,Once per day,Once per week,Once per week,Once per month,Once per month,Once per week,Once per week,Once per day,Once per day,Rarely,Once per month,"Simplicity, Performance, UIX",,Myself,Mac,Chrome,Default Setting,My organization’s / project’s own / in-house / custom reconciliation service|csv-reconcile (Python-based by Douglas Mennella),I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/23/2024 3:25:35,Libraries|Semantic Web|Wikimedia (Wikidata Wikimedia Commons…)|OpenStreetMap|Wikibase|Other non-profit sector,5,"English, German, Swedish, Finnish",2 to 5 years,3,10,3. Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Rarely,Rarely,Rarely,Once per month,Once per month,Once per month,"Reconciliation, uploading to wikidata, creating RDF files of data",OpenRefine 3.7,Myself,Windows,Chrome,2400 M,Wikidata (hosted at wikidata.reconci.link),"Wikidata extension, RDF Transform by AtesComp",I did not know that there are client libraries for OpenRefine,"Great goals but difficult to achieve in a world full of mis-information and hidden ""warfare"". Difficult to avoid ""misuse"" or use for ""unwanted"" purposes."
9/24/2024 2:55:54,Arts cultural sector cultural heritage|Semantic Web,10,"English, German",Less than 6 months,1,5,2. Once per week,Once per week,Once per week,Rarely,Once per month,Rarely,Never,Never,Never,Rarely,Never,Never,,The latest version of OpenRefine 3.8,IT staff,Windows,Firefox,Default Setting,Wikidata (hosted at wikidata.reconci.link),I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,"OpenRefine as a tool is great, but a design / workflow overhaul is much needed."
9/24/2024 11:44:45,Research and Academic|Arts cultural sector cultural heritage|Digital humanities|Semantic Web,10,"English, French, German, Dutch, Italian",1 to 2 years,4,10,2. Once per week,Once per week,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,,I don't know,Myself,Windows,Chrome,I don’t know,Getty Vocabularies (TGN ULAN AAT),I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/24/2024 12:14:46,Research and Academic|Arts cultural sector cultural heritage|Digital humanities|Semantic Web,10,"English, Spanish, French, German, Dutch, Italian",More than 5 years,3,10,2. Once per week,Once per week,Once per week,Rarely,Once per week,Once per week,Once per month,Rarely,Once per week,Once per week,Rarely,Once per week,"ability to work with extra large data sets; faceting features, ability to see across data easily, bulk edit features",The latest version of OpenRefine 3.8,Myself,Windows,Chrome,Increased without providing the value,My organization’s / project’s own / in-house / custom reconciliation service|reconciliation against a SPARQL endpoint via the RDF extension|Getty Vocabularies (TGN ULAN AAT),I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/24/2024 14:58:56,Libraries|Research and Academic|Arts cultural sector cultural heritage|Semantic Web,10,English,More than 5 years,4,10,3. Once per month,Once per month,Once per month,Once per month,Once per month,Once per month,Never,Never,Never,Once per month,Never,Once per month,"The reconciliation feature, hands-down. I work in the museum-library word and linking to data standards is crucial.","The latest version of OpenRefine 3.8, OpenRefine 3.7",Myself,Windows,Chrome,I don’t know,Getty Vocabularies (TGN ULAN AAT)|VIAF (via refine.codefork.com)|Wikidata (hosted at wikidata.reconci.link),I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/24/2024 15:46:23,Civic Tech,2,English,2 to 5 years,4,3,2. Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per month,Rarely,Never,Never,Once per day,Never,Easy to use but feels it shaky,", The latest version of OpenRefine 3.8",Myself,Mac,Edge,I don’t know,Wikidata (hosted at wikidata.reconci.link)|Wikimedia Commons,"Wikidata extension, Wikimedia Commons",I did not know that there are client libraries for OpenRefine,"I feel its rather shaky I need sometimes to close and open Openrefine to get the latest added fields in the schema view... not a major problem as I dont do much with Wikidata but feels someone needs to fix it..."
9/24/2024 17:20:25,Libraries|Research and Academic|Arts cultural sector cultural heritage|Digital humanities|Education / training,6,"English, French, Dutch",More than 5 years,4,10,2. Once per week,Once per week,Once per week,Once per week,Never,Never,Never,Rarely,Once per week,Once per week,Never,Rarely,Easy to use interface with useful presets. GREL much easier than R or Python,The latest version of OpenRefine 3.8,Myself,Mac,Chrome,Default Setting,I do not use any reconciliation service(s) inside OpenRefine,I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,"NA"
9/25/2024 5:53:49,Data journalism,8,English,More than 5 years,4,8,2. Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Once per week,Google tables,The latest version of OpenRefine 3.8,Myself,Windows,Chrome,I don’t know,csv-reconcile (Python-based by Douglas Mennella),RDF extension - by DRI and Stuart Kenny,"R OpenRefine client, Java OpenRefine client",
9/25/2024 17:51:45,Data journalism|Civic Tech|Data science|Education / training,5,"English, Arabic, Farsi",I have never used OpenRefine,2,8,3. Once per month,Once per month,Once per month,Once per month,Once per month,Rarely,Rarely,Rarely,Once per month,Once per month,Rarely,Rarely,i dont know,I don't know,I don’t know,Windows,Chrome|Edge|Firefox,I don’t know,I don’t know,I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,"no"
9/25/2024 22:53:39,Research and Academic|For-profit sector / Business / Consulting,7,"English, French",2 to 5 years,3,10,2. Once per week,Once per week,Rarely,Once per week,Never,Never,Never,Once per month,Once per month,Once per month,Never,Never,"BBEdit, Word (strangely I know)",,Myself,Mac,Chrome|Opera,Default Setting,I do not use any reconciliation service(s) inside OpenRefine,I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
